transcript_id,SRR24630900,SRR24630901,SRR24630902,SRR24630917,SRR24630918,SRR24630919,SRR24630920,SRR24630954,SRR24630955
CaT2T01g05306-mRNA,10,14,10,12,8,0,14,13,0
CaT2T03g04882-mRNA,0,0,0,0,0,0,0,0,0
CaT2T03g00652-mRNA,98,102,153,173,214,216,170,172,124
CaT2T10g00130-mRNA,0,0,1,0,0,0,0,0,1
CaT2T11g01921-mRNA,0,0,0,0,0,0,0,0,0
CaT2T08g03262-mRNA,56,70,96,164,150,118,114,186,120
CaT2T11g01700-mRNA,0,0,11,6,4,0,4,10,9
CaT2T06g01629-mRNA,37,29,24,50,44,40,41,49,33
CaT2T01g01408-mRNA,103,144,204,87,199,253,152,60,81
CaT2T11g02445-mRNA,98,103,91,212,223,154,182,190,161
CaT2T05g00069-mRNA,33,35,43,29,61,37,31,20,24
CaT2T08g02472-mRNA,9,15,3,35,7,9,7,57,48
CaT2T07g03033-mRNA,5,0,6,14,10,8,15,10,17
CaT2T12g01937-mRNA,0,0,0,0,0,0,0,0,0
CaT2T05g02821-mRNA,0,0,0,0,0,0,0,0,0
CaT2T07g02933-mRNA,11,26,25,27,36,24,19,13,19
CaT2T07g03164-mRNA,0,0,0,7,0,0,0,0,0
CaT2T12g01242-mRNA,0,0,0,0,0,0,0,0,0
CaT2T08g02921-mRNA,0,0,0,351,6,3,0,22,15
CaT2T08g01422-mRNA,24,20,17,19,22,14,9,0,0
CaT2T08g00446-mRNA,211,229,217,388,347,401,372,312,300
CaT2T02g00263-mRNA,0,0,0,0,0,3,0,0,0
CaT2T07g02819-mRNA,16185,17343,16274,11975,14562,19960,18430,9672,9686
CaT2T01g00244-mRNA,10,3,0,0,0,6,0,0,0
CaT2T07g00603-mRNA,0,0,0,0,0,0,0,0,0
CaT2T02g01793-mRNA,1674,2240,1511,644,1037,1672,1225,795,970
CaT2T10g02212-mRNA,0,0,0,0,0,0,0,0,0
CaT2T06g01664-mRNA,0,0,10,11,8,5,6,3,4
CaT2T05g01710-mRNA,0,0,0,0,0,0,0,0,0
CaT2T05g00484-mRNA,100,152,259,7,125,127,118,0,4
CaT2T06g03000-mRNA,0,0,0,0,0,0,0,0,0
CaT2T12g02439-mRNA,0,0,2,0,0,0,0,0,0
CaT2T01g01561-mRNA,122,155,113,94,115,170,155,144,91
CaT2T04g01131-mRNA,36,34,21,33,31,26,13,21,0
CaT2T12g02137-mRNA,149,236,218,579,474,497,509,472,489
CaT2T02g01962-mRNA,0,0,0,0,0,0,0,0,0
CaT2T07g01508-mRNA,0,0,0,0,6,4,0,0,0
CaT2T09g03172-mRNA,74,64,128,106,148,151,141,73,96
CaT2T03g00309-mRNA,0,0,0,0,0,0,0,0,0
CaT2T01g03300-mRNA,198,244,264,463,401,384,424,310,338
CaT2T01g02900-mRNA,222,243,290,299,436,471,472,288,315
CaT2T01g00842-mRNA,337,456,415,779,671,651,641,615,539
CaT2T07g00908-mRNA,9,7,17,0,16,4,5,0,0
CaT2T08g01691-mRNA,0,0,0,7,0,0,0,17,3
CaT2T10g01134-mRNA,0,0,0,0,0,0,0,0,0
CaT2T07g01974-mRNA,0,0,0,0,3,4,0,5,0
CaT2T03g02144-mRNA,723,832,861,1222,1128,1367,1134,1053,926
CaT2T12g01427-mRNA,32,39,56,114,100,74,32,93,114
CaT2T05g01984-mRNA,94,84,98,43,68,105,90,16,30
CaT2T05g00080-mRNA,19,14,20,20,28,22,13,11,18
CaT2T01g04392-mRNA,14,19,15,44,18,17,23,28,38
CaT2T10g00613-mRNA,3,2,5,3,5,9,5,10,11
CaT2T01g02884-mRNA,201,166,225,4819,1894,1654,1510,5314,5005
CaT2T01g03272-mRNA,16,6,23,36,14,12,10,18,18
CaT2T10g00218-mRNA,0,0,0,0,0,0,0,0,0
CaT2T02g04021-mRNA,744,600,604,426,364,609,523,288,248
CaT2T02g02154-mRNA,249,346,225,1229,600,425,652,886,746
CaT2T08g03167-mRNA,89,174,157,181,282,292,269,234,213
CaT2T11g00045-mRNA,0,0,0,0,0,0,0,0,0
CaT2T06g01261-mRNA,0,0,0,0,0,0,0,0,0
CaT2T07g01642-mRNA,75,88,102,109,180,170,168,99,78
CaT2T11g02143-mRNA,0,0,0,0,0,0,0,0,0
CaT2T03g04904-mRNA,35,16,34,487,155,105,99,222,260
CaT2T01g05356-mRNA,42,26,9,29,46,47,40,6,9
CaT2T03g04217-mRNA,0,0,0,0,0,0,0,0,0
CaT2T01g00623-mRNA,0,0,0,14,0,3,0,0,0
CaT2T08g02511-mRNA,0,0,0,0,0,0,0,0,0
CaT2T03g04458-mRNA,0,0,0,0,0,0,0,0,0
CaT2T04g02971-mRNA,0,0,0,0,0,0,0,0,0
CaT2T12g01397-mRNA,127,128,141,230,192,232,220,205,212
CaT2T03g02279-mRNA,14,12,7,6,7,13,10,9,0
CaT2T02g04202-mRNA,59,68,41,87,84,67,83,83,93
CaT2T12g02156-mRNA,0,3,0,13,23,18,14,10,6
CaT2T07g02708-mRNA,362,334,437,313,284,370,346,254,238
CaT2T01g01695-mRNA,15,22,24,15,10,10,0,19,36
CaT2T04g01380-mRNA,0,0,0,0,0,0,0,0,0
CaT2T09g01509-mRNA,28,21,24,36,33,33,33,20,15
CaT2T11g00478-mRNA,0,0,0,0,0,0,0,0,0
CaT2T08g01517-mRNA,3,0,0,0,0,0,0,3,3
CaT2T12g02389-mRNA,4,0,0,18,0,0,0,0,0
CaT2T09g03116-mRNA,12172,14667,11842,6926,8129,13302,12633,6225,5903
CaT2T08g01636-mRNA,0,0,0,0,0,0,0,0,0
CaT2T10g02249-mRNA,0,0,0,0,0,0,0,0,0
CaT2T12g03686-mRNA,37,31,59,59,74,58,37,55,39
CaT2T02g03112-mRNA,303,263,474,349,672,542,410,332,324
CaT2T10g02792-mRNA,266,320,440,827,727,656,589,730,667
CaT2T03g00481-mRNA,0,0,0,0,0,0,0,0,0
CaT2T12g01592-mRNA,162,145,160,196,321,298,268,168,171
CaT2T01g01678-mRNA,0,13,11,14,13,22,22,5,0
CaT2T01g00634-mRNA,0,0,0,0,0,0,0,0,0
CaT2T09g00513-mRNA,0,0,0,0,0,0,0,0,0
CaT2T12g00808-mRNA,0,0,0,8,0,0,0,0,0
CaT2T07g03046-mRNA,0,0,0,0,10,0,0,0,0
CaT2T12g02466-mRNA,0,21,25,36,35,32,27,26,5
CaT2T06g03543-mRNA,3,0,0,0,0,0,0,0,0
CaT2T06g01522-mRNA,11,5,9,0,14,11,8,8,5
CaT2T05g02880-mRNA,0,0,0,0,0,0,0,0,0
CaT2T03g05121-mRNA,0,0,14,8,18,15,13,6,0
CaT2T04g01350-mRNA,102,96,114,43,149,99,74,83,67
CaT2T03g00724-mRNA,21,36,27,46,61,40,34,29,29
CaT2T07g03294-mRNA,10,13,22,33,39,23,48,56,43
CaT2T08g02691-mRNA,443,556,699,989,830,701,579,754,780
CaT2T10g03264-mRNA,0,0,0,0,0,0,0,0,0
CaT2T10g02911-mRNA,22,26,56,43,17,28,19,50,45
CaT2T07g00461-mRNA,0,0,0,0,0,0,0,0,0
CaT2T06g00020-mRNA,204,231,228,121,222,273,346,130,159
CaT2T01g03938-mRNA,0,0,0,9,0,0,0,7,7
CaT2T11g01689-mRNA,84,56,57,34,71,118,67,38,32
CaT2T10g00357-mRNA,27,17,16,29,45,32,38,38,24
CaT2T10g02699-mRNA,130,170,138,332,291,313,440,302,221
CaT2T06g02684-mRNA,30,33,47,42,55,51,29,38,44
CaT2T11g03460-mRNA,59,52,101,89,101,101,89,78,93
CaT2T01g00764-mRNA,0,0,0,9,2,0,6,0,0
CaT2T07g01745-mRNA,0,0,0,0,0,0,0,0,0
CaT2T04g02947-mRNA,24,41,92,55,66,56,43,63,79
CaT2T08g02401-mRNA,0,0,0,0,0,0,0,0,0
CaT2T04g01815-mRNA,0,0,0,0,5,6,0,0,0
CaT2T03g02272-mRNA,0,0,0,0,0,0,0,0,4
CaT2T11g00682-mRNA,1043,1367,1480,2255,1966,1968,2438,1520,1584
CaT2T09g01182-mRNA,530,417,747,606,696,697,568,593,529
CaT2T08g03085-mRNA,6,7,5,0,6,0,0,0,0
CaT2T02g01835-mRNA,0,0,5,54,10,8,13,12,44
CaT2T01g02158-mRNA,35,38,51,79,100,111,112,56,48
CaT2T08g00362-mRNA,0,0,0,0,0,0,0,0,0
CaT2T01g03417-mRNA,23,37,22,74,44,23,23,65,59
CaT2T04g02656-mRNA,513,657,732,2242,896,902,852,1614,1855
CaT2T01g01640-mRNA,0,0,0,0,0,0,0,0,0
CaT2T11g01692-mRNA,40,36,35,34,33,60,39,32,24
CaT2T10g00541-mRNA,0,0,0,0,0,0,0,0,0
CaT2T06g01919-mRNA,17,7,16,22,27,15,8,15,9
CaT2T04g02070-mRNA,0,0,0,0,0,0,0,0,0
CaT2T12g00052-mRNA,0,0,0,0,0,0,0,0,0
CaT2T06g03254-mRNA,69,93,83,3774,741,627,711,1819,1873
CaT2T03g00844-mRNA,370,483,595,1094,829,652,537,914,812
CaT2T06g00314-mRNA,0,11,14,1027,355,221,255,1156,1062
CaT2T02g03527-mRNA,111,101,69,92,117,151,133,212,155
CaT2T09g00141-mRNA,242,374,347,459,698,634,594,388,348
CaT2T01g05515-mRNA,0,0,0,0,0,0,0,0,0
CaT2T06g03227-mRNA,3173,3683,4518,4158,4717,5184,4615,3463,3209
CaT2T10g02683-mRNA,0,0,0,0,0,0,0,0,0
CaT2T12g01433-mRNA,0,0,0,0,0,0,0,0,0
CaT2T07g00027-mRNA,3,4,7,0,2,0,0,0,0
CaT2T12g03862-mRNA,126,114,114,83,109,176,125,65,96
CaT2T06g01705-mRNA,28,35,54,56,35,56,38,33,50
CaT2T06g00167-mRNA,62,86,105,136,153,120,117,108,99
CaT2T01g03993-mRNA,13,4,9,14,14,17,15,20,25
CaT2T04g01405-mRNA,0,0,0,0,0,0,0,0,0
CaT2T01g06035-mRNA,0,0,0,8,0,0,0,8,9
CaT2T05g03102-mRNA,566,549,643,674,776,856,657,651,591
CaT2T05g00602-mRNA,337,486,511,773,641,580,531,646,574
CaT2T04g00609-mRNA,48,69,55,162,100,114,152,105,83
CaT2T04g00323-mRNA,0,0,0,0,0,0,0,0,0
CaT2T03g05007-mRNA,7,10,6,47,26,17,20,17,28
CaT2T06g00863-mRNA,0,0,0,3,5,0,0,0,0
CaT2T05g01890-mRNA,0,0,0,0,0,0,0,0,0
CaT2T03g00486-mRNA,718,701,982,1539,1088,1088,913,1233,1288
CaT2T06g03471-mRNA,59,96,78,147,149,126,141,176,165
CaT2T09g01151-mRNA,1329,1311,1646,1781,2650,2594,2325,1566,1416
CaT2T03g02683-mRNA,0,0,0,0,0,0,0,0,0
CaT2T01g04156-mRNA,99,162,229,364,338,264,246,253,261
CaT2T09g00325-mRNA,0,0,0,0,0,0,0,0,0
CaT2T12g01355-mRNA,14,16,17,50,28,28,23,85,72
CaT2T08g00574-mRNA,0,24,10,108,125,99,73,101,74
CaT2T12g01909-mRNA,32,42,58,70,68,55,64,89,57
CaT2T03g05036-mRNA,0,0,0,0,0,0,0,0,0
CaT2T12g00474-mRNA,0,0,0,0,0,0,0,0,0
CaT2T05g02994-mRNA,0,0,0,0,0,0,0,0,0
CaT2T05g01495-mRNA,0,0,0,0,0,0,0,0,0
CaT2T04g01333-mRNA,6,0,4,0,12,5,0,0,0
CaT2T01g02587-mRNA,78,82,69,120,115,118,114,119,126
CaT2T11g00177-mRNA,0,0,0,0,10,29,0,0,25
CaT2T07g00231-mRNA,251,188,207,38,56,147,180,37,36
CaT2T12g01213-mRNA,0,0,0,0,0,0,0,0,0
CaT2T12g02273-mRNA,0,0,0,0,0,0,0,0,0
CaT2T10g01860-mRNA,0,0,0,0,0,0,0,0,0
CaT2T10g02467-mRNA,387,514,619,449,694,732,846,423,432
CaT2T02g02992-mRNA,144,181,197,309,277,279,252,225,242
CaT2T07g01524-mRNA,0,0,0,0,0,0,0,0,0
CaT2T01g04995-mRNA,0,0,0,0,0,0,0,0,0
CaT2T02g00457-mRNA,30,23,42,0,40,61,37,0,12
CaT2T03g02487-mRNA,0,0,0,0,0,0,0,0,0
CaT2T07g01425-mRNA,0,0,0,0,0,0,0,0,0
CaT2T03g04733-mRNA,561,508,501,764,896,983,847,526,493
CaT2T02g01159-mRNA,0,0,0,0,0,0,0,0,0
CaT2T05g03590-mRNA,0,0,0,0,0,1,0,0,0
CaT2T05g03442-mRNA,0,0,0,0,0,0,0,0,0
CaT2T02g02403-mRNA,0,0,0,0,0,0,0,0,0
CaT2T03g02965-mRNA,823,777,843,623,701,977,768,690,671
CaT2T11g02108-mRNA,0,0,0,0,0,0,0,0,0
CaT2T03g04594-mRNA,16,26,30,12,17,23,30,7,10
CaT2T01g01994-mRNA,0,0,0,0,0,0,0,0,0
CaT2T01g03257-mRNA,0,0,0,0,0,0,0,0,0
CaT2T08g02248-mRNA,16373,19593,16342,11656,15730,23259,25835,12058,11733
CaT2T12g01667-mRNA,0,6,0,0,0,0,4,0,0
CaT2T10g02739-mRNA,54,56,23,66,64,31,40,40,60
CaT2T03g04816-mRNA,238,247,265,610,560,526,419,522,473
CaT2T05g01932-mRNA,0,0,0,17,0,0,0,0,0
CaT2T06g02067-mRNA,11,19,27,41,29,22,15,21,20
CaT2T08g03024-mRNA,218,222,219,448,443,413,318,421,438
CaT2T01g03986-mRNA,3,3,6,14,32,18,23,7,13
CaT2T12g00686-mRNA,22,32,39,35,79,67,105,56,30
CaT2T07g00726-mRNA,25,9,19,45,27,24,25,35,23
CaT2T03g04973-mRNA,0,0,0,0,0,0,0,0,0
CaT2T08g01759-mRNA,36,55,79,0,95,97,82,0,0
CaT2T06g02910-mRNA,9,20,17,36,19,18,30,31,32
CaT2T03g05091-mRNA,0,0,0,0,0,0,0,0,0
CaT2T06g00386-mRNA,366,415,394,560,600,681,491,543,604
CaT2T09g00387-mRNA,0,0,0,0,0,0,0,0,0
CaT2T12g00042-mRNA,0,0,0,0,0,0,0,0,0
CaT2T10g00551-mRNA,0,0,4,0,0,0,0,0,0
CaT2T04g02674-mRNA,23,18,12,19,10,16,22,19,24
CaT2T03g00954-mRNA,0,0,0,0,0,0,0,0,0
CaT2T08g00793-mRNA,307,372,434,1157,620,512,405,928,753
CaT2T04g01459-mRNA,98,126,149,199,105,157,81,145,154
CaT2T10g00436-mRNA,3,0,0,2,0,0,5,0,0
CaT2T12g01332-mRNA,10,9,12,12,10,0,25,13,11
CaT2T03g02118-mRNA,0,5,8,250,16,6,15,98,113
CaT2T01g00526-mRNA,54,75,136,323,127,106,107,164,142
CaT2T06g02548-mRNA,0,5,0,0,0,0,0,0,0
CaT2T01g00417-mRNA,101,117,147,736,298,238,237,916,739
CaT2T02g00959-mRNA,0,0,0,3,0,0,0,0,0
CaT2T02g00067-mRNA,18,33,39,64,182,98,81,63,55
CaT2T03g01292-mRNA,5,0,0,10,5,0,13,0,12
CaT2T06g01609-mRNA,5,3,0,0,0,0,0,0,0
CaT2T09g02537-mRNA,0,0,0,0,0,0,0,0,0
CaT2T04g00646-mRNA,69,78,85,101,122,103,90,100,52
CaT2T08g00160-mRNA,0,0,0,0,0,0,0,3,0
CaT2T06g02329-mRNA,31,49,28,167,69,95,106,166,187
CaT2T01g03991-mRNA,0,0,0,0,0,0,0,0,4
CaT2T12g01379-mRNA,0,0,8,13,0,0,0,0,0
CaT2T01g03390-mRNA,10,0,4,36,26,18,17,22,16
CaT2T03g04283-mRNA,0,3,0,0,0,0,0,0,0
CaT2T12g02228-mRNA,0,0,0,0,0,0,0,0,0
CaT2T03g02786-mRNA,85,93,132,132,142,182,130,132,139
CaT2T12g02675-mRNA,31,21,50,26,17,37,20,27,21
CaT2T01g04746-mRNA,64,61,84,52,100,92,64,52,58
CaT2T01g01384-mRNA,23,33,25,36,49,37,18,41,27
CaT2T09g02591-mRNA,18,7,16,14,9,6,6,6,9
CaT2T03g05116-mRNA,0,0,0,0,0,0,0,0,7
CaT2T11g02396-mRNA,280,260,318,445,578,526,369,322,406
CaT2T11g02049-mRNA,306,309,369,518,589,591,566,440,497
CaT2T02g04169-mRNA,144,130,142,244,358,306,312,260,306
CaT2T03g01562-mRNA,0,0,0,0,0,0,0,0,0
CaT2T09g01233-mRNA,0,0,0,0,0,0,0,0,0
CaT2T02g03320-mRNA,98,81,116,103,141,151,97,99,94
CaT2T06g03461-mRNA,54,68,59,60,89,86,85,64,42
CaT2T01g02812-mRNA,0,0,0,0,0,0,0,0,0
CaT2T01g02754-mRNA,51,74,71,64,73,75,86,41,39
CaT2T01g01699-mRNA,0,0,0,0,0,0,0,0,0
CaT2T12g01947-mRNA,6,10,6,3,7,6,7,0,0
CaT2T05g01149-mRNA,0,3,12,2923,121,52,70,350,339
CaT2T09g01381-mRNA,6,0,5,0,0,15,6,0,0
CaT2T10g00239-mRNA,0,0,0,0,0,0,0,0,0
CaT2T12g00878-mRNA,0,0,0,0,0,0,0,0,0
CaT2T01g03989-mRNA,0,0,0,3,2,0,0,0,0
CaT2T05g03237-mRNA,16,12,18,40,45,22,24,60,39
CaT2T03g00003-mRNA,0,0,0,0,0,0,0,4,0
CaT2T01g00267-mRNA,0,0,0,0,0,0,0,0,0
CaT2T02g00376-mRNA,0,0,7,0,0,0,13,0,0
CaT2T09g02256-mRNA,0,0,0,0,0,0,0,0,0
CaT2T04g00356-mRNA,38,36,43,101,84,81,81,93,112
CaT2T11g01617-mRNA,1014,1097,1167,1394,1561,1784,1486,1184,1314
CaT2T06g01960-mRNA,0,0,0,0,0,0,0,0,0
CaT2T08g00220-mRNA,100,147,110,168,201,244,181,134,128
CaT2T07g00348-mRNA,180,149,574,824,55,54,26,330,347
CaT2T05g01587-mRNA,0,9,13,0,25,16,17,0,0
CaT2T11g00047-mRNA,0,0,2,0,6,3,4,5,13
CaT2T10g00802-mRNA,404,438,446,645,748,713,761,561,577
CaT2T01g00579-mRNA,200,227,258,152,253,285,261,142,125
CaT2T06g02551-mRNA,0,0,0,0,0,0,0,0,0
CaT2T08g03270-mRNA,138,140,132,319,290,299,298,270,261
CaT2T09g00655-mRNA,0,0,0,0,0,0,0,0,0
CaT2T02g03072-mRNA,3,0,0,2,10,0,5,0,4
CaT2T07g01864-mRNA,54,60,59,126,141,118,115,107,99
CaT2T06g03281-mRNA,42,82,85,145,150,116,103,157,96
CaT2T03g00672-mRNA,231,230,232,835,522,539,494,619,633
CaT2T12g00205-mRNA,141,171,224,260,397,304,262,267,264
CaT2T07g03358-mRNA,0,0,0,0,0,0,0,0,0
CaT2T01g02221-mRNA,0,0,0,0,0,0,0,0,0
CaT2T03g02417-mRNA,67,83,102,116,156,135,125,139,113
CaT2T03g04527-mRNA,338,463,504,955,889,740,703,913,890
CaT2T11g01128-mRNA,200,254,251,301,345,320,356,309,230
CaT2T11g00469-mRNA,314,342,336,334,427,452,414,243,296
CaT2T10g00254-mRNA,56,84,59,59,62,67,54,43,36
CaT2T11g01251-mRNA,0,20,41,30,52,47,30,27,38
CaT2T06g03124-mRNA,29,54,41,90,59,59,83,40,49
CaT2T12g03784-mRNA,0,0,0,0,0,0,0,0,0
CaT2T09g02489-mRNA,48,38,47,52,45,48,57,26,52
CaT2T12g01221-mRNA,0,0,0,0,0,0,0,0,0
CaT2T01g02477-mRNA,0,0,0,0,0,0,0,0,0
CaT2T02g01805-mRNA,444,629,519,611,709,839,897,715,725
CaT2T01g02861-mRNA,0,0,0,4,0,0,0,0,0
CaT2T06g00478-mRNA,97,95,109,159,123,136,136,153,124
CaT2T02g03269-mRNA,854,1221,925,971,1195,1387,1225,928,972
CaT2T04g00870-mRNA,6,0,0,0,0,0,6,0,6
CaT2T03g00869-mRNA,33,46,31,441,141,84,58,282,253
CaT2T10g00500-mRNA,31,28,40,35,35,49,21,30,28
CaT2T04g02134-mRNA,344,360,571,1090,928,843,580,753,718
CaT2T01g00724-mRNA,0,0,0,9,0,0,0,1,0
CaT2T03g02736-mRNA,0,0,0,0,0,0,0,0,0
CaT2T12g03677-mRNA,2,0,0,0,2,0,0,0,0
CaT2T03g02815-mRNA,43,60,78,76,76,87,57,45,86
CaT2T01g04773-mRNA,118,153,126,167,227,209,144,128,156
CaT2T01g03614-mRNA,18,12,12,23,23,17,36,9,24
CaT2T04g02446-mRNA,18,12,12,18,20,24,11,11,17
CaT2T03g00731-mRNA,0,0,0,0,0,8,0,0,0
CaT2T03g00122-mRNA,127,173,153,301,249,223,207,278,299
CaT2T01g01730-mRNA,0,0,0,0,0,0,0,0,0
CaT2T04g01175-mRNA,135,121,98,79,155,176,119,59,88
CaT2T07g03086-mRNA,0,0,0,0,0,0,0,0,0
CaT2T10g00928-mRNA,0,15,25,0,0,0,0,0,0
CaT2T06g02327-mRNA,3,0,0,0,0,0,0,0,0
CaT2T07g03183-mRNA,45,53,44,28,19,42,45,37,17
CaT2T03g04318-mRNA,105,63,103,200,175,141,164,164,220
CaT2T10g00825-mRNA,0,0,0,0,0,0,0,0,0
CaT2T10g00435-mRNA,3,5,3,0,0,0,0,0,0
CaT2T03g04649-mRNA,0,0,0,5,6,0,0,0,0
CaT2T01g03714-mRNA,137,143,107,185,150,173,157,144,141
CaT2T12g02313-mRNA,0,0,0,0,0,0,0,0,0
CaT2T01g00306-mRNA,20,7,23,29,66,30,26,13,23
CaT2T04g02196-mRNA,0,0,0,0,0,0,0,0,0
CaT2T02g00281-mRNA,8,0,0,6,0,0,0,6,5
CaT2T01g00080-mRNA,8,13,7,21,21,25,10,16,13
CaT2T09g03173-mRNA,31,35,30,28,31,32,44,22,18
CaT2T08g00734-mRNA,50,42,45,166,74,61,44,106,93
CaT2T08g02954-mRNA,78,50,67,39,86,73,85,42,44
CaT2T01g01506-mRNA,59,69,92,94,162,134,107,80,84
CaT2T01g00929-mRNA,0,0,0,0,0,0,0,0,0
CaT2T07g03307-mRNA,0,0,0,0,0,0,0,0,0
CaT2T04g02704-mRNA,6,9,8,6,7,6,12,19,15
CaT2T02g04164-mRNA,255,229,312,346,392,383,350,313,296
CaT2T02g00208-mRNA,45,28,28,74,64,50,57,67,46
CaT2T03g01528-mRNA,191,194,246,223,271,205,206,175,132
CaT2T04g01309-mRNA,86,92,151,96,171,155,177,118,102
CaT2T03g04640-mRNA,4,13,8,28,24,19,18,30,17
CaT2T06g00842-mRNA,56,81,81,131,99,109,118,116,113
CaT2T10g02700-mRNA,0,0,0,0,0,0,0,0,0
CaT2T06g03430-mRNA,68,67,101,123,150,98,101,91,91
CaT2T03g00068-mRNA,0,0,0,0,0,0,0,0,0
CaT2T08g02552-mRNA,0,13,11,0,15,7,9,0,0
CaT2T01g03760-mRNA,0,0,0,0,0,0,0,0,0
CaT2T08g02082-mRNA,112,148,168,128,205,156,122,146,167
CaT2T06g02003-mRNA,41,22,45,28,42,54,32,27,33
CaT2T02g03047-mRNA,46,26,38,63,53,41,29,42,62
CaT2T02g03637-mRNA,67,124,91,36,121,189,180,33,42
CaT2T04g00013-mRNA,0,0,0,0,0,0,0,0,0
CaT2T08g02020-mRNA,0,0,0,0,0,0,0,0,0
CaT2T06g02688-mRNA,0,0,0,4,5,3,0,8,9
CaT2T03g05050-mRNA,3,0,0,0,0,0,0,4,9
CaT2T02g03654-mRNA,18102,22657,19355,12438,11597,20959,16744,10867,10592
CaT2T05g01740-mRNA,40,37,24,35,38,53,51,30,43
CaT2T09g02215-mRNA,0,0,0,0,0,0,0,0,0
CaT2T02g00546-mRNA,10,5,11,23,15,13,10,0,4
CaT2T07g00346-mRNA,0,0,0,0,0,0,0,0,0
CaT2T03g01234-mRNA,6,6,9,39,13,18,21,34,31
CaT2T07g00929-mRNA,0,0,0,0,0,0,0,0,0
CaT2T12g01917-mRNA,101,146,141,211,177,228,228,189,171
CaT2T11g01885-mRNA,54,89,93,124,125,135,134,117,102
CaT2T09g03074-mRNA,0,0,0,0,0,0,0,0,0
CaT2T03g00179-mRNA,39,51,31,21,66,93,41,23,28
CaT2T09g00215-mRNA,0,0,3,0,0,0,0,0,0
CaT2T02g02853-mRNA,173,186,230,237,227,290,192,218,199
CaT2T03g05146-mRNA,83,79,80,98,67,96,120,73,78
CaT2T12g02652-mRNA,21,51,74,162,113,69,118,109,102
CaT2T03g00642-mRNA,346,367,390,668,737,842,766,648,703
CaT2T08g00275-mRNA,25,17,27,27,39,17,19,20,20
CaT2T03g03005-mRNA,0,0,5,0,14,20,0,21,6
CaT2T02g04007-mRNA,200,169,301,459,384,382,284,269,255
CaT2T01g03370-mRNA,319,402,460,494,726,568,546,474,387
CaT2T05g03059-mRNA,0,0,0,0,0,0,0,0,0
CaT2T05g00552-mRNA,6,8,8,21,19,14,30,10,12
CaT2T07g00168-mRNA,0,0,5,27,7,4,6,18,28
CaT2T07g03403-mRNA,326,370,309,545,679,692,787,489,462
CaT2T06g01630-mRNA,34,26,40,48,59,56,52,35,24
CaT2T01g05455-mRNA,115,147,132,269,243,240,173,148,150
CaT2T11g00073-mRNA,501,528,428,710,1028,1469,2014,646,661
CaT2T03g04039-mRNA,70,67,80,87,85,83,101,113,75
CaT2T11g02321-mRNA,0,0,0,0,0,0,0,0,0
CaT2T02g04131-mRNA,213,213,253,172,434,426,439,243,127
CaT2T06g00265-mRNA,45,34,48,73,38,28,68,43,54
CaT2T08g00435-mRNA,0,0,0,0,0,0,0,0,0
CaT2T09g01210-mRNA,275,380,377,485,545,531,555,375,367
CaT2T09g02306-mRNA,18,34,35,39,20,34,54,12,19
CaT2T08g02338-mRNA,187,279,304,333,407,392,364,235,267
CaT2T06g03325-mRNA,0,0,0,0,0,0,0,0,0
CaT2T01g05279-mRNA,83,96,87,1971,286,207,233,402,335
CaT2T07g02542-mRNA,539,783,725,961,1025,983,1041,970,963
CaT2T03g01771-mRNA,0,0,0,0,0,0,0,0,0
CaT2T09g00423-mRNA,0,0,0,3,0,0,0,0,0
CaT2T08g02500-mRNA,321,311,310,120,225,286,231,116,120
CaT2T03g01587-mRNA,0,6,2,6,5,7,4,4,16
CaT2T05g00422-mRNA,1986,2490,2586,1580,2131,2696,2059,1431,1369
CaT2T11g01723-mRNA,0,0,0,0,0,0,0,0,0
CaT2T01g04031-mRNA,120,183,256,555,426,359,327,500,438
CaT2T01g01356-mRNA,241,272,341,338,417,397,356,295,253
CaT2T08g03185-mRNA,7,10,25,7,14,0,5,5,6
CaT2T05g02043-mRNA,160,186,243,321,277,251,214,322,301
CaT2T11g03396-mRNA,63,99,112,149,113,118,129,161,98
CaT2T10g00664-mRNA,0,0,0,0,0,0,0,0,0
CaT2T04g00436-mRNA,555,630,830,1303,1172,1046,1004,1088,1045
CaT2T11g03472-mRNA,161,236,301,494,366,302,260,407,347
CaT2T01g03186-mRNA,0,0,0,0,0,0,0,0,0
CaT2T07g02987-mRNA,42,46,57,57,52,72,58,59,54
CaT2T11g01285-mRNA,0,0,0,0,0,0,0,0,0
CaT2T03g03306-mRNA,41,43,60,50,95,64,77,63,61
CaT2T08g00604-mRNA,30,51,65,113,73,88,88,86,106
CaT2T08g01395-mRNA,283,317,399,696,692,551,484,529,510
CaT2T08g03187-mRNA,13,42,57,546,141,138,143,409,299
CaT2T01g05251-mRNA,8,20,9,18,25,32,21,30,19
CaT2T06g01364-mRNA,0,0,0,0,0,0,0,0,0
CaT2T04g02994-mRNA,210,226,164,248,283,348,380,271,279
CaT2T02g01075-mRNA,2,1,2,5,4,0,5,2,0
CaT2T07g01429-mRNA,285,359,453,795,830,552,520,725,662
CaT2T02g02666-mRNA,296,347,416,721,550,584,743,606,563
CaT2T01g05555-mRNA,0,0,0,0,0,3,0,0,0
CaT2T04g01462-mRNA,0,4,5,5,0,0,2,0,3
CaT2T08g02182-mRNA,56,66,70,124,81,59,43,121,117
CaT2T03g04118-mRNA,0,0,0,0,0,0,0,0,0
