transcript_id,SRR24630893,SRR24630894,SRR24630896,SRR24630912,SRR24630913,SRR24630914,SRR24630931,SRR24630932,SRR24630933,SRR24630947,SRR24630948,SRR24630949,SRR24630967,SRR24630968,SRR24630969,SRR24630977,SRR24630978,SRR24630979,SRR25031738,SRR25031739,SRR25031740
CaT2T10g02584-mRNA,180,152,103,171,174,211,748,426,722,153,139,133,142,144,131,606,800,516,19,16,34
CaT2T06g00549-mRNA,6,26,22,12,9,8,134,181,132,5,14,18,6,2,4,142,205,165,3,3,2
CaT2T08g02675-mRNA,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T02g00645-mRNA,43,21,32,22,25,25,1855,1107,1817,53,38,31,41,21,13,1249,1344,930,36,33,44
CaT2T06g00092-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T11g02288-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T03g04349-mRNA,78,50,50,81,108,100,243,123,232,74,76,80,91,70,78,189,250,157,7,0,10
CaT2T04g01813-mRNA,5,6,9,4,6,6,15,14,29,7,17,4,17,15,9,46,15,26,0,0,0
CaT2T06g00949-mRNA,0,0,0,13,12,5,0,3,4,0,0,0,376,350,352,0,0,0,0,0,0
CaT2T08g03157-mRNA,46,37,43,31,55,53,151,85,87,43,47,68,73,54,63,126,148,115,2,3,3
CaT2T11g01094-mRNA,63,114,45,57,43,83,520,282,469,87,103,137,30,36,36,506,505,314,3,7,7
CaT2T07g00150-mRNA,3,11,9,0,2,2,21,10,15,0,0,0,0,0,0,13,7,18,0,0,0
CaT2T07g03139-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T06g02024-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,8,9,14
CaT2T09g02614-mRNA,1328,1424,1466,1156,1011,2485,10932,18408,17487,892,921,916,1384,1456,1347,15684,12054,7407,49,41,41
CaT2T07g03304-mRNA,37,41,25,57,61,60,139,118,111,39,46,21,69,76,61,101,155,79,11,7,7
CaT2T01g05342-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
CaT2T03g04242-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T07g02866-mRNA,510,476,461,416,413,443,3335,2073,2840,280,324,373,220,310,252,2771,2911,2647,57,58,40
CaT2T11g00599-mRNA,412,548,543,250,281,578,3574,1976,3159,203,232,231,140,129,116,2957,3950,2779,28,48,16
CaT2T03g01689-mRNA,1935,1828,1671,1322,1675,1767,14499,9308,12697,2176,2365,2203,1451,1479,1260,11046,13554,10685,90,201,109
CaT2T11g00924-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T05g03031-mRNA,3,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
CaT2T01g04821-mRNA,90,87,53,72,107,81,592,307,507,190,95,108,59,73,46,396,493,394,0,21,16
CaT2T07g03030-mRNA,161,88,91,167,145,290,1647,1405,1908,99,176,88,14,19,21,968,1380,1206,48,37,55
CaT2T06g02057-mRNA,1678,1095,886,1926,1735,1708,6070,2737,4828,1085,1235,1150,1596,1791,1609,3227,3402,3347,222,185,285
CaT2T09g00666-mRNA,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T06g00199-mRNA,9,10,10,6,16,21,40,17,29,0,0,0,0,0,0,24,55,28,0,0,0
CaT2T05g00467-mRNA,46,57,44,12,27,51,904,554,834,74,73,43,17,25,24,743,861,606,10,6,6
CaT2T02g00915-mRNA,343,254,258,344,385,375,1052,590,982,329,324,311,145,128,108,901,856,664,25,19,35
CaT2T03g04168-mRNA,0,0,0,3,0,0,6,7,10,0,0,0,0,0,0,5,7,0,0,0,0
CaT2T02g02305-mRNA,20,20,40,26,17,54,264,162,220,31,39,31,57,48,49,214,227,157,5,4,0
CaT2T04g00635-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T03g01296-mRNA,347,249,240,503,462,273,1918,1114,1635,430,376,296,614,612,555,1399,1758,1371,72,81,114
CaT2T08g01690-mRNA,361,236,293,1003,1127,1289,284,248,268,80,97,81,1342,1596,1287,160,160,151,5,0,0
CaT2T08g03091-mRNA,0,2,0,0,0,0,7,4,12,0,0,0,0,0,0,2,18,9,0,1,0
CaT2T05g01516-mRNA,135,181,126,119,94,158,4885,2156,4010,314,387,373,537,560,439,2872,2715,2110,34,35,33
CaT2T12g00509-mRNA,0,0,0,0,0,3,0,0,3,0,0,0,23,30,40,0,0,0,0,0,0
CaT2T12g00207-mRNA,744,714,807,710,1038,1112,6113,3455,4976,985,882,836,2052,2136,1935,4894,5508,4272,34,65,21
CaT2T01g03379-mRNA,323,104,85,837,1186,898,319,204,243,33,24,30,445,434,319,333,335,181,0,0,0
CaT2T06g02641-mRNA,0,6,1,12,2,18,105,32,60,9,8,10,7,2,4,55,72,48,2,2,2
CaT2T05g02798-mRNA,3,4,0,0,5,3,8,8,26,4,0,3,0,0,6,17,7,3,0,0,0
CaT2T05g01384-mRNA,35,54,66,21,35,35,801,557,742,78,57,37,19,13,17,537,639,553,4,10,10
CaT2T10g02011-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T02g03187-mRNA,1,2,3,5,0,6,0,0,3,8,12,13,39,21,15,5,3,0,0,0,0
CaT2T04g00089-mRNA,4759,4573,4415,4421,4038,5306,24859,18744,23972,2799,3190,2821,2132,2449,2130,18826,26060,23395,570,702,645
CaT2T04g02049-mRNA,24,6,8,32,33,10,79,55,85,4,0,6,10,16,14,83,66,28,0,0,0
CaT2T07g02449-mRNA,1179,941,983,1182,1665,1235,6772,3843,5933,1335,1481,1234,2120,2190,2050,4870,6231,4867,82,124,63
CaT2T01g00061-mRNA,164,263,167,172,126,192,3145,2203,3079,426,362,393,95,150,115,2842,3416,2476,12,17,7
CaT2T03g04391-mRNA,60,71,48,51,60,65,199,143,240,33,39,49,63,43,46,159,253,172,0,0,0
CaT2T03g00297-mRNA,368,289,388,362,539,522,4006,2551,3315,373,408,391,706,879,695,2795,3450,2957,56,58,39
CaT2T10g00206-mRNA,0,0,0,0,0,2,8,3,6,0,0,0,0,0,0,6,11,7,0,0,0
CaT2T11g01810-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T10g02600-mRNA,3128,3262,3270,3844,4095,4719,17626,10821,16157,5996,6474,5613,6792,7338,6312,12954,14571,12276,231,194,509
CaT2T12g02064-mRNA,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
CaT2T08g03113-mRNA,5,6,8,4,0,0,180,93,146,0,9,6,0,0,0,75,196,73,0,0,0
CaT2T03g03078-mRNA,11,16,21,8,10,14,281,95,212,24,16,12,11,11,14,195,280,142,0,6,3
CaT2T05g00425-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
CaT2T05g02933-mRNA,722,491,497,532,617,572,3837,3034,3753,881,919,820,912,874,733,3832,4828,3169,34,29,31
CaT2T01g03389-mRNA,61,70,39,34,45,82,114,98,107,56,56,53,72,112,102,84,131,96,7,11,3
CaT2T09g00632-mRNA,162,141,156,162,169,179,1640,1083,1437,237,231,221,324,327,225,1411,2039,1413,23,26,23
CaT2T02g00189-mRNA,87,88,81,115,120,109,591,251,468,61,128,114,148,184,156,365,425,401,9,0,14
CaT2T08g03058-mRNA,233,164,135,1020,1251,553,1175,785,1062,211,153,158,1124,1250,1157,927,1403,915,27,20,23
CaT2T02g01072-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T11g00375-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T02g01944-mRNA,2,11,7,11,15,7,25,5,9,5,8,5,11,11,26,15,12,8,0,0,3
CaT2T03g04366-mRNA,0,4,0,0,13,4,0,0,0,0,4,0,64,62,67,0,0,0,0,0,0
CaT2T05g02016-mRNA,5,8,3,8,17,0,8,3,10,14,11,9,13,16,23,0,11,23,0,0,0
CaT2T11g02039-mRNA,3,3,1,9,10,8,5,7,6,3,0,0,34,25,8,4,12,3,0,0,0
CaT2T06g01645-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T04g01041-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T07g00062-mRNA,0,0,5,4,2,0,1147,734,989,191,167,142,202,205,192,946,1117,740,0,15,9
CaT2T06g01341-mRNA,5,0,0,12,0,6,7,8,6,0,0,3,0,0,0,0,0,0,0,0,0
CaT2T01g05215-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T10g00700-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T03g02709-mRNA,3,11,8,0,5,8,28,35,27,10,0,0,0,6,0,22,75,35,0,0,5
CaT2T01g02735-mRNA,659,615,693,626,685,647,2494,1553,2339,316,394,376,571,627,509,1688,2382,1806,60,90,51
CaT2T08g01491-mRNA,20,16,14,34,32,19,64,31,62,97,107,109,84,121,79,66,72,49,11,15,12
CaT2T11g00439-mRNA,56,69,66,91,113,90,449,172,233,65,83,72,129,86,131,293,405,293,3,11,0
CaT2T10g00386-mRNA,170,326,279,145,149,127,1667,1239,1937,247,215,210,214,164,203,1529,1720,1287,63,53,28
CaT2T08g00309-mRNA,67,69,53,102,104,115,418,233,358,73,103,75,196,192,204,381,358,334,10,0,12
CaT2T06g01560-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T06g00367-mRNA,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
CaT2T02g00023-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T06g01150-mRNA,425,369,381,472,436,585,1620,1316,1614,324,343,323,816,844,854,1325,1547,1360,39,47,79
CaT2T10g00683-mRNA,30,23,21,14,35,30,162,110,137,0,0,0,0,0,0,168,194,124,0,0,0
CaT2T02g04116-mRNA,334,315,257,251,208,345,2019,1563,1883,246,269,221,256,233,230,1681,1955,1427,18,23,15
CaT2T03g01904-mRNA,138,103,126,178,184,196,780,423,687,190,202,213,363,368,345,650,700,395,6,14,13
CaT2T04g00669-mRNA,0,0,0,21,41,0,0,0,0,0,0,0,18,12,0,0,0,6,0,0,0
CaT2T02g03790-mRNA,0,0,0,0,0,0,0,0,4,7,0,3,5,4,0,8,4,0,0,0,0
CaT2T10g02650-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T12g00129-mRNA,2,3,1,2,2,3,8,3,10,7,4,4,7,5,3,5,11,6,1,0,1
CaT2T10g00673-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T03g03330-mRNA,0,0,0,0,0,0,5,0,0,0,0,0,0,6,6,0,0,0,0,0,0
CaT2T09g02931-mRNA,0,0,0,0,0,0,2,0,0,0,0,0,0,22,31,0,1,0,0,0,0
CaT2T03g02927-mRNA,288,135,208,321,547,376,1507,1020,1346,174,180,242,753,807,690,1172,1163,1144,21,22,23
CaT2T11g02165-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T10g00520-mRNA,0,3,0,0,4,8,29,16,24,7,3,6,7,10,9,27,21,18,0,0,0
CaT2T04g00433-mRNA,213,159,171,261,345,352,1718,957,1279,236,220,211,465,423,397,1182,1369,1079,38,38,46
CaT2T03g00155-mRNA,3,0,2,4,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T12g01901-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T06g00039-mRNA,5,0,0,0,5,0,76,48,73,4,4,3,0,0,0,61,43,29,5,2,0
CaT2T05g02073-mRNA,11,24,34,9,13,9,705,601,792,57,44,21,17,4,4,797,985,699,7,4,0
CaT2T05g03197-mRNA,22,18,36,10,17,14,162,209,189,8,12,9,13,23,14,184,315,203,4,5,8
CaT2T10g01087-mRNA,0,0,0,0,0,0,0,0,4,0,4,0,4,5,0,0,0,0,0,0,0
CaT2T01g03344-mRNA,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T04g03096-mRNA,0,0,0,0,0,0,1,0,0,0,0,2,1,0,1,4,0,2,0,0,0
CaT2T11g02267-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T02g03126-mRNA,8,9,0,0,0,4,60,35,46,0,0,0,0,0,0,35,63,20,0,0,0
CaT2T10g00860-mRNA,5,4,0,0,0,0,29,20,20,14,16,0,9,7,8,19,17,20,0,0,0
CaT2T01g05532-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T01g00490-mRNA,933,372,325,1922,2201,1318,1086,529,881,790,884,788,1300,1449,1171,745,991,870,73,59,45
CaT2T04g02822-mRNA,3,0,0,0,12,0,15,0,13,8,4,17,175,214,165,14,13,0,0,0,0
CaT2T03g02112-mRNA,129,107,88,37,46,65,1152,516,1052,107,92,67,90,102,113,744,880,757,10,13,14
CaT2T03g04369-mRNA,23,23,38,47,83,91,14,18,18,57,53,53,234,253,236,31,19,9,0,0,0
CaT2T05g02838-mRNA,0,0,0,0,17,0,0,0,2,4,3,3,84,108,75,0,0,0,0,0,0
CaT2T02g02770-mRNA,852,723,694,848,1058,920,3735,2479,3559,689,711,657,1267,1387,1073,2681,3785,2645,94,109,124
CaT2T09g00360-mRNA,230,270,316,91,75,107,1918,1793,2375,113,58,99,0,0,0,2375,2407,1770,21,24,25
CaT2T08g00243-mRNA,156,177,157,75,96,128,1371,820,1181,156,144,114,61,66,73,910,1273,980,29,37,35
CaT2T06g02736-mRNA,59,57,26,126,121,84,217,147,191,31,39,48,647,661,649,216,175,139,5,8,5
CaT2T03g00444-mRNA,65,73,60,43,55,57,346,311,332,82,73,64,63,111,81,301,400,365,8,15,9
CaT2T08g01783-mRNA,0,1,5,0,2,1,0,2,1,0,7,7,5,2,0,5,4,8,0,0,0
CaT2T02g02827-mRNA,43,41,0,59,113,110,281,196,301,109,188,139,87,91,83,193,303,219,0,18,19
CaT2T05g00626-mRNA,13,5,9,0,5,0,26,15,18,3,0,8,0,0,2,27,27,16,0,0,0
CaT2T06g03523-mRNA,10,5,5,12,5,0,40,25,30,11,9,0,0,0,6,19,34,10,0,0,0
CaT2T01g02500-mRNA,1021,1634,2040,513,318,650,11584,9896,13658,766,802,723,601,675,634,9718,14209,9869,300,371,406
CaT2T10g01049-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T09g00386-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T04g02427-mRNA,75,131,80,32,29,16,4364,2299,3625,459,473,476,16,17,7,2709,3973,3517,73,50,32
CaT2T05g01642-mRNA,270,267,233,494,429,479,1305,1083,1346,250,232,258,1223,1431,1285,1027,1263,1249,70,51,68
CaT2T02g00974-mRNA,85,62,65,64,91,91,289,233,270,74,85,92,121,110,97,160,313,270,0,7,8
CaT2T06g03410-mRNA,2,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0
CaT2T07g02436-mRNA,3,3,0,0,0,0,5,17,7,0,3,4,0,2,0,19,5,2,0,0,0
CaT2T11g03455-mRNA,382,303,382,869,1218,774,1858,1333,1606,186,150,153,4140,4479,4064,1251,1463,1209,90,69,80
CaT2T09g02304-mRNA,6,16,7,3,8,5,24,19,22,3,6,3,3,13,10,14,49,4,3,0,1
CaT2T07g02842-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T03g02717-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T11g00422-mRNA,30,7,13,13,59,23,5,11,24,30,45,51,146,119,108,20,12,11,0,6,5
CaT2T12g00176-mRNA,1,0,0,0,2,0,9,3,7,0,0,0,0,7,1,10,7,10,0,0,0
CaT2T11g00027-mRNA,15,27,15,33,12,17,200,146,136,17,18,27,22,38,14,119,187,156,0,0,7
CaT2T06g00930-mRNA,0,0,0,0,0,0,0,0,7,0,0,0,0,14,0,0,0,0,0,0,0
CaT2T12g00048-mRNA,0,0,2,4,0,3,4,3,0,0,0,0,12,21,16,5,0,0,0,0,0
CaT2T11g01948-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T10g00154-mRNA,268,365,295,139,119,224,2784,1738,2658,233,213,233,43,40,33,2373,2979,2286,31,44,59
CaT2T05g02082-mRNA,96,73,96,137,115,127,268,152,343,117,124,137,228,238,193,190,284,208,17,16,26
CaT2T03g02669-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T08g02440-mRNA,617,753,742,341,366,481,3648,3114,3798,401,364,398,509,509,466,4083,4718,3345,55,69,30
CaT2T02g02242-mRNA,2011,1735,1875,2737,2836,2464,12998,9253,12110,2967,3242,2790,4132,4363,3745,11280,13038,9475,147,173,141
CaT2T11g00988-mRNA,5,12,14,6,0,6,137,77,128,17,10,14,0,0,0,116,134,97,0,3,3
CaT2T06g01689-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T01g01238-mRNA,585,423,386,549,762,622,3470,2314,2964,548,581,552,826,801,763,2509,2852,2335,43,51,97
CaT2T12g01435-mRNA,8,24,8,10,12,17,69,55,67,12,14,15,3,3,0,74,74,39,3,3,2
CaT2T11g02074-mRNA,165,100,96,95,149,125,1552,869,1430,237,264,207,136,159,131,1151,1336,963,21,18,19
CaT2T01g04500-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T07g00050-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T09g00941-mRNA,231,206,228,197,241,304,1666,1193,1522,294,264,245,341,383,376,1370,1787,1124,13,14,28
CaT2T12g01791-mRNA,99,30,29,179,159,157,175,50,67,71,92,85,60,72,57,65,79,96,0,5,0
CaT2T11g00178-mRNA,645,557,594,566,833,685,5676,3586,5228,717,795,686,1082,1264,1118,3977,4931,4035,116,141,204
CaT2T03g03154-mRNA,523,374,481,685,670,567,3153,2158,2986,492,604,491,759,892,713,2289,2881,2361,61,89,115
CaT2T08g03239-mRNA,12,18,3,8,3,14,55,49,53,9,6,11,21,31,18,61,46,34,0,0,0
CaT2T10g01024-mRNA,0,3,4,0,0,3,113,71,115,0,15,6,26,45,30,103,112,63,0,0,0
CaT2T11g00461-mRNA,14,16,24,15,20,26,71,43,61,12,11,0,20,31,17,58,93,42,0,0,0
CaT2T01g03701-mRNA,136,51,45,35,70,58,102,89,131,35,12,20,0,0,0,116,141,102,0,0,0
CaT2T05g02930-mRNA,13,35,6,17,26,16,341,186,307,18,27,8,20,17,16,274,422,288,0,0,3
CaT2T07g02081-mRNA,596,571,467,784,1088,847,2412,1290,2138,396,390,404,940,968,921,1720,2025,1740,26,31,16
CaT2T12g02489-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T01g03647-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T03g00817-mRNA,14,15,18,35,21,24,10,15,6,17,13,19,52,97,69,14,0,4,0,0,0
CaT2T12g02301-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T03g00591-mRNA,0,0,0,10,0,16,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
CaT2T08g02045-mRNA,670,526,503,1231,1171,882,6594,3504,5631,1119,1145,1052,1708,1933,1623,5192,5364,4325,76,96,172
CaT2T09g03239-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T08g00438-mRNA,3311,3192,3043,3281,3667,3414,30767,19797,27397,3927,4068,3821,8647,9098,7537,21878,28739,22984,594,748,690
CaT2T05g00307-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T06g00805-mRNA,13,16,16,11,25,13,53,58,78,34,28,34,34,46,56,36,72,49,0,4,0
CaT2T10g02542-mRNA,7,6,3,1,0,3,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
CaT2T12g01735-mRNA,21,19,8,23,0,21,84,45,61,16,0,25,51,27,54,53,66,44,0,0,0
CaT2T06g02404-mRNA,0,2,1,1,1,1,0,0,0,1,1,0,2,11,2,0,0,0,0,0,0
CaT2T07g02717-mRNA,96,62,110,361,683,220,462,193,291,121,97,76,1868,1836,1678,347,360,297,9,5,10
CaT2T01g05323-mRNA,94,99,82,138,146,108,276,253,363,76,86,68,118,115,104,297,427,304,0,0,0
CaT2T05g03136-mRNA,0,0,0,0,0,0,31,27,25,11,16,6,0,0,0,21,49,30,0,0,0
CaT2T12g02450-mRNA,99,137,129,73,81,79,1871,857,1561,149,133,129,43,52,33,1253,1518,1197,20,30,14
CaT2T01g03980-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T06g03064-mRNA,54,92,70,91,171,61,1116,844,1157,90,67,69,200,220,144,1108,1558,986,3,18,17
CaT2T01g03645-mRNA,0,0,0,0,0,0,0,0,7,0,0,0,8,21,20,0,0,0,0,0,0
CaT2T01g04568-mRNA,395,358,289,328,455,361,2451,1540,2325,353,337,348,439,496,406,1860,2453,1917,88,74,100
CaT2T11g02197-mRNA,8,0,6,8,11,8,79,15,34,0,8,6,14,13,10,33,16,30,0,0,0
CaT2T07g01755-mRNA,24,6,13,22,30,17,268,111,192,29,43,33,50,48,48,153,186,215,5,7,6
CaT2T09g02150-mRNA,750,799,760,763,458,1273,3854,2285,3441,1376,1492,1277,1528,1744,1433,2661,3070,2131,29,29,33
CaT2T04g00186-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,41,57,74,0,13,0,0,0,0
CaT2T05g01970-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T03g01104-mRNA,614,841,834,408,397,604,4663,2404,4088,425,399,454,236,266,211,3863,4303,3978,69,73,59
CaT2T03g01172-mRNA,0,8,12,5,0,0,45,41,51,11,8,10,0,4,0,51,67,48,0,0,0
CaT2T02g00865-mRNA,125,157,165,193,196,193,1301,718,1150,200,177,167,219,230,132,1020,1154,1070,14,45,38
CaT2T11g00648-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T12g01889-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
CaT2T11g01061-mRNA,0,0,0,12,21,17,108,39,85,22,16,7,24,27,19,46,46,80,0,0,0
CaT2T11g00610-mRNA,145,111,86,76,106,114,964,487,690,101,116,104,109,104,130,594,796,604,10,11,0
CaT2T01g05281-mRNA,3,2,0,0,0,0,12,4,16,5,6,0,0,8,4,12,15,4,0,0,0
CaT2T12g01752-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T06g03394-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
CaT2T08g02708-mRNA,17,7,6,109,216,31,7,10,2,5,3,7,239,257,155,7,3,11,3,0,0
CaT2T08g00093-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T11g00084-mRNA,164,78,88,343,449,385,423,318,330,228,247,174,1115,1339,1090,226,300,240,20,21,49
CaT2T02g00544-mRNA,76,93,134,99,112,112,646,432,516,138,114,88,251,184,188,412,601,491,19,22,23
CaT2T02g03288-mRNA,507,438,441,369,417,421,2613,2058,2931,478,441,420,505,648,519,2636,3399,2662,58,77,67
CaT2T06g03600-mRNA,0,0,0,0,0,0,0,0,9,2,0,0,4,0,0,0,6,0,0,0,0
CaT2T01g03919-mRNA,5,7,2,1,5,3,36,28,49,8,10,3,4,0,2,25,44,14,0,0,0
CaT2T10g00054-mRNA,1198,1327,1359,640,778,837,5163,3413,4505,1280,1321,1297,295,386,299,3870,5058,3938,86,125,146
CaT2T04g02122-mRNA,17,33,17,17,19,14,199,96,202,25,34,21,42,37,25,110,182,151,0,0,7
CaT2T03g00558-mRNA,442,799,973,192,68,263,6678,6184,8300,394,356,325,86,94,108,4989,8293,6616,176,196,223
CaT2T01g00324-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,2,0,0
CaT2T08g03007-mRNA,572,606,486,541,565,500,4571,2830,4732,339,372,314,473,468,465,3823,4694,3655,72,88,91
CaT2T03g02416-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T06g01970-mRNA,169,178,153,91,145,190,738,382,611,140,144,108,158,135,150,526,698,428,9,23,15
CaT2T02g03107-mRNA,0,0,0,19,10,0,53,29,51,0,2,0,0,0,0,49,59,64,0,0,0
CaT2T02g00113-mRNA,143,166,146,135,106,143,1728,921,1467,320,250,273,466,560,427,1087,1340,1077,18,19,17
CaT2T01g00779-mRNA,157,88,55,441,703,235,110,68,92,59,55,51,366,376,325,69,105,122,19,15,18
CaT2T03g00094-mRNA,18,12,9,0,17,23,56,21,40,7,9,14,3,7,7,42,71,25,0,0,0
CaT2T10g02891-mRNA,122,157,132,164,230,188,1134,591,910,125,150,137,399,347,229,944,1124,921,17,19,9
CaT2T08g02183-mRNA,43,34,53,81,78,77,538,267,485,67,72,46,122,100,66,289,367,291,7,9,8
CaT2T08g01374-mRNA,144,106,88,202,176,201,499,253,344,121,144,141,219,331,286,353,378,315,6,7,7
CaT2T03g04793-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T01g05399-mRNA,64,110,90,55,54,168,32,34,20,16,14,22,66,56,57,8,23,4,3,6,9
CaT2T06g02600-mRNA,296,287,318,354,412,378,2210,1378,1945,826,895,903,1677,1783,1542,1688,2126,1533,50,51,58
CaT2T10g02203-mRNA,4,0,20,3,16,4,47,60,93,20,8,0,7,0,0,58,91,71,0,0,3
CaT2T03g02589-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T11g00620-mRNA,905,920,703,830,807,1017,4367,2485,3831,614,723,789,826,847,703,3207,3757,3227,94,77,134
CaT2T04g03047-mRNA,15,41,21,12,17,10,439,197,337,39,39,44,0,0,0,244,271,273,6,2,6
CaT2T12g00893-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T02g02277-mRNA,211,228,227,335,524,454,1790,1256,1776,217,224,181,560,504,450,1458,1888,1155,63,56,58
CaT2T02g00382-mRNA,88,70,71,127,114,105,467,227,406,118,78,97,162,179,131,321,409,337,16,4,17
CaT2T10g00936-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T02g02447-mRNA,85,93,73,127,98,84,1699,1284,1782,226,209,288,928,941,804,1440,1522,1231,23,30,17
